2024-09-24 14:29:58.760 INFO  File Created
2024-09-24 15:20:22.298 INFO  Scenario has completed.
2024-09-24 15:20:22.298 INFO  Driver has been quit.
2024-09-24 15:21:29.035 INFO  Scenario is running...
2024-09-24 15:21:34.651 INFO  File already exist
2024-09-24 15:21:34.759 INFO  Scenario has completed.
2024-09-24 15:21:34.759 INFO  Driver has been quit.
2024-09-24 15:22:12.326 INFO  Scenario is running...
2024-09-24 15:22:18.454 INFO  File already exist
2024-09-24 15:22:18.560 INFO  Scenario has completed.
2024-09-24 15:22:18.560 INFO  Driver has been quit.
2024-09-24 15:22:37.645 INFO  Scenario is running...
2024-09-24 15:22:43.701 INFO  File already exist
2024-09-24 15:22:43.832 INFO  Scenario has completed.
2024-09-24 15:22:43.833 INFO  Driver has been quit.
2024-09-24 15:22:58.408 INFO  Scenario is running...
2024-09-24 15:23:03.556 INFO  File already exist
2024-09-24 15:23:03.666 INFO  Scenario has completed.
2024-09-24 15:23:03.666 INFO  Driver has been quit.
2024-09-24 15:23:14.462 INFO  Scenario is running...
2024-09-24 15:23:20.437 INFO  File already exist
2024-09-24 15:23:20.539 INFO  Scenario has completed.
2024-09-24 15:23:20.540 INFO  Driver has been quit.
2024-09-24 15:26:56.975 INFO  Scenario is running...
2024-09-24 15:27:02.308 INFO  File already exist
2024-09-24 15:27:02.430 INFO  Scenario has completed.
2024-09-24 15:27:02.430 INFO  Driver has been quit.
2024-09-24 15:29:14.544 INFO  Scenario is running...
2024-09-24 15:29:20.124 INFO  File already exist
2024-09-24 15:29:20.255 INFO  Scenario has completed.
2024-09-24 15:29:20.255 INFO  Driver has been quit.
2024-09-24 15:36:26.117 INFO  Scenario is running...
2024-09-24 15:36:31.399 INFO  File already exist
2024-09-24 15:36:31.503 INFO  Scenario has completed.
2024-09-24 15:36:31.503 INFO  Driver has been quit.
2024-09-24 15:37:40.240 INFO  Scenario is running...
2024-09-24 15:37:45.395 INFO  File already exist
2024-09-24 15:37:45.503 INFO  Scenario has completed.
2024-09-24 15:37:45.503 INFO  Driver has been quit.
2024-09-24 15:38:57.495 INFO  Scenario is running...
2024-09-24 15:39:03.411 INFO  File already exist
2024-09-24 15:39:03.524 INFO  Scenario has completed.
2024-09-24 15:39:03.524 INFO  Driver has been quit.
2024-09-24 15:39:55.411 INFO  Scenario is running...
2024-09-24 15:40:00.553 INFO  File already exist
2024-09-24 15:40:00.690 INFO  Scenario has completed.
2024-09-24 15:40:00.690 INFO  Driver has been quit.
2024-09-24 15:40:22.686 INFO  Scenario is running...
2024-09-24 15:40:28.816 INFO  File already exist
2024-09-24 15:40:28.817 INFO  Scenario has completed.
2024-09-24 15:40:28.817 INFO  Driver has been quit.
2024-09-24 15:41:21.710 INFO  Scenario is running...
2024-09-24 15:41:28.514 INFO  File already exist
2024-09-24 15:41:28.623 INFO  Scenario has completed.
2024-09-24 15:41:28.623 INFO  Driver has been quit.
2024-09-24 15:41:47.641 INFO  Scenario is running...
2024-09-24 15:42:03.147 INFO  File already exist
2024-09-24 15:42:03.236 INFO  Scenario has completed.
2024-09-24 15:42:03.236 INFO  Driver has been quit.
2024-09-24 15:42:13.718 INFO  Scenario is running...
2024-09-24 15:42:30.004 INFO  Scenario is running...
2024-09-24 15:42:36.753 INFO  File already exist
2024-09-24 15:42:36.753 INFO  Scenario has completed.
2024-09-24 15:42:36.753 INFO  Driver has been quit.
2024-09-24 15:42:49.027 INFO  Scenario is running...
2024-09-24 15:42:54.335 INFO  File already exist
2024-09-24 15:42:54.473 INFO  Scenario has completed.
2024-09-24 15:42:54.474 INFO  Driver has been quit.
2024-09-24 15:43:58.187 INFO  Scenario is running...
2024-09-24 15:44:04.804 INFO  File already exist
2024-09-24 15:44:04.941 INFO  Scenario has completed.
2024-09-24 15:44:04.941 INFO  Driver has been quit.
2024-09-24 15:44:23.984 INFO  Scenario is running...
2024-09-24 15:44:30.460 INFO  File already exist
2024-09-24 15:44:30.604 INFO  Scenario has completed.
2024-09-24 15:44:30.604 INFO  Driver has been quit.
2024-09-24 16:12:23.217 INFO  Scenario is running...
2024-09-24 16:12:44.179 INFO  File already exist
2024-09-24 16:13:13.626 INFO  Scenario is running...
2024-09-24 16:13:35.148 INFO  File already exist
2024-09-24 16:15:17.642 INFO  Scenario is running...
2024-09-24 16:15:38.988 INFO  File already exist
2024-09-24 16:15:59.156 INFO  Scenario is running...
2024-09-24 16:16:06.382 INFO  File already exist
2024-09-24 16:16:06.485 INFO  Scenario has completed.
2024-09-24 16:16:06.485 INFO  Driver has been quit.
2024-09-24 16:16:51.184 INFO  Scenario is running...
2024-09-24 16:16:58.774 INFO  File already exist
2024-09-24 16:16:58.881 INFO  Scenario has completed.
2024-09-24 16:16:58.881 INFO  Driver has been quit.
2024-09-24 16:17:23.567 INFO  Scenario is running...
2024-09-24 16:17:30.701 INFO  File already exist
2024-09-24 16:17:30.811 INFO  Scenario has completed.
2024-09-24 16:17:30.812 INFO  Driver has been quit.
2024-09-24 16:17:45.636 INFO  Scenario is running...
2024-09-24 16:18:07.891 INFO  File already exist
2024-09-24 16:18:38.972 INFO  Scenario is running...
2024-09-24 16:19:00.847 INFO  File already exist
2024-09-24 16:19:06.065 INFO  Scenario is running...
2024-09-24 16:19:35.644 INFO  Scenario is running...
2024-09-24 16:19:58.922 INFO  File already exist
2024-09-24 16:20:21.388 INFO  Scenario is running...
2024-09-24 16:20:33.981 INFO  File already exist
2024-09-24 16:20:33.981 INFO  Scenario has completed.
2024-09-24 16:20:33.981 INFO  Driver has been quit.
2024-09-24 16:26:54.946 INFO  Scenario is running...
2024-09-24 16:27:04.783 INFO  File already exist
2024-09-24 16:27:04.784 INFO  Scenario has completed.
2024-09-24 16:27:04.784 INFO  Driver has been quit.
2024-09-24 16:27:21.565 INFO  Scenario is running...
2024-09-24 16:27:30.685 INFO  File already exist
2024-09-24 16:27:30.685 INFO  Scenario has completed.
2024-09-24 16:27:30.685 INFO  Driver has been quit.
2024-09-24 16:29:18.675 INFO  Scenario is running...
2024-09-24 16:29:30.250 INFO  File already exist
2024-09-24 16:29:30.250 INFO  Scenario has completed.
2024-09-24 16:29:30.250 INFO  Driver has been quit.
2024-09-24 16:31:10.180 INFO  Scenario is running...
2024-09-24 16:31:21.253 INFO  File already exist
2024-09-24 16:31:21.253 INFO  Scenario has completed.
2024-09-24 16:31:21.254 INFO  Driver has been quit.
2024-09-24 16:40:32.906 INFO  Scenario is running...
2024-09-24 16:40:43.782 INFO  File already exist
2024-09-24 16:40:43.782 INFO  Scenario has completed.
2024-09-24 16:40:43.782 INFO  Driver has been quit.
2024-09-24 16:44:06.638 INFO  Scenario is running...
2024-09-24 16:44:17.562 INFO  File already exist
2024-09-24 16:44:17.562 INFO  Scenario has completed.
2024-09-24 16:44:17.562 INFO  Driver has been quit.
2024-09-24 16:45:50.318 INFO  Scenario is running...
2024-09-24 16:46:01.256 INFO  File already exist
2024-09-24 16:46:01.256 INFO  Scenario has completed.
2024-09-24 16:46:01.256 INFO  Driver has been quit.
2024-09-24 16:48:51.813 INFO  Scenario is running...
2024-09-24 16:49:07.333 INFO  File already exist
2024-09-24 16:49:07.553 INFO  Scenario has completed.
2024-09-24 16:49:07.553 INFO  Driver has been quit.
2024-09-24 16:50:09.054 INFO  Scenario is running...
2024-09-24 16:50:24.537 INFO  File already exist
2024-09-24 16:50:24.776 INFO  Scenario has completed.
2024-09-24 16:50:24.776 INFO  Driver has been quit.
2024-09-24 16:50:43.779 INFO  Scenario is running...
2024-09-24 16:50:59.284 INFO  File already exist
2024-09-24 16:50:59.507 INFO  Scenario has completed.
2024-09-24 16:50:59.507 INFO  Driver has been quit.
2024-09-24 16:51:33.548 INFO  Scenario is running...
2024-09-24 16:51:49.179 INFO  File already exist
2024-09-24 16:51:49.412 INFO  Scenario has completed.
2024-09-24 16:51:49.412 INFO  Driver has been quit.
2024-09-24 16:52:10.742 INFO  Scenario is running...
2024-09-24 16:52:31.236 INFO  File already exist
2024-09-24 16:52:31.417 INFO  Scenario has completed.
2024-09-24 16:52:31.417 INFO  Driver has been quit.
2024-09-24 17:12:08.907 INFO  Scenario is running...
2024-09-24 17:12:24.341 INFO  File already exist
2024-09-24 17:12:24.341 INFO  Scenario has completed.
2024-09-24 17:12:24.341 INFO  Driver has been quit.
2024-09-24 17:15:14.178 INFO  Scenario is running...
2024-09-24 17:15:30.950 INFO  File already exist
2024-09-24 17:15:30.950 INFO  Scenario has completed.
2024-09-24 17:15:30.950 INFO  Driver has been quit.
2024-09-24 17:21:03.471 INFO  Scenario is running...
2024-09-24 17:21:10.680 INFO  File already exist
2024-09-24 17:21:10.681 INFO  Scenario has completed.
2024-09-24 17:21:10.681 INFO  Driver has been quit.
2024-09-24 17:46:58.744 INFO  Scenario is running...
2024-09-24 17:47:05.017 INFO  File already exist
2024-09-24 17:47:05.126 INFO  Scenario has completed.
2024-09-24 17:47:05.126 INFO  Driver has been quit.
2024-09-24 17:52:59.868 INFO  Scenario is running...
2024-09-24 17:53:07.967 INFO  File already exist
2024-09-24 17:53:08.069 INFO  Scenario has completed.
2024-09-24 17:53:08.069 INFO  Driver has been quit.
2024-09-24 17:53:22.840 INFO  Scenario is running...
2024-09-24 17:53:29.547 INFO  File already exist
2024-09-24 17:53:29.653 INFO  Scenario has completed.
2024-09-24 17:53:29.653 INFO  Driver has been quit.
2024-09-24 17:54:11.821 INFO  Scenario is running...
2024-09-24 17:54:19.946 INFO  File already exist
2024-09-24 17:54:20.047 INFO  Scenario has completed.
2024-09-24 17:54:20.047 INFO  Driver has been quit.
2024-09-24 17:54:49.556 INFO  Scenario is running...
2024-09-24 17:54:56.993 INFO  File already exist
2024-09-24 17:54:57.096 INFO  Scenario has completed.
2024-09-24 17:54:57.096 INFO  Driver has been quit.
2024-09-24 17:55:06.051 INFO  Scenario is running...
2024-09-24 17:55:12.450 INFO  File already exist
2024-09-24 17:55:12.559 INFO  Scenario has completed.
2024-09-24 17:55:12.559 INFO  Driver has been quit.
2024-09-24 17:55:34.954 INFO  Scenario is running...
2024-09-24 17:55:42.205 INFO  File already exist
2024-09-24 17:55:42.308 INFO  Scenario has completed.
2024-09-24 17:55:42.308 INFO  Driver has been quit.
2024-09-24 17:56:12.124 INFO  Scenario is running...
2024-09-24 17:56:18.417 INFO  File already exist
2024-09-24 17:56:18.520 INFO  Scenario has completed.
2024-09-24 17:56:18.520 INFO  Driver has been quit.
2024-09-24 17:56:34.548 INFO  Scenario is running...
2024-09-24 17:56:42.212 INFO  File already exist
2024-09-24 17:56:42.213 INFO  Scenario has completed.
2024-09-24 17:56:42.213 INFO  Driver has been quit.
2024-09-24 18:07:59.376 INFO  Scenario is running...
2024-09-24 18:08:05.442 INFO  File already exist
2024-09-24 18:08:05.563 INFO  Scenario has completed.
2024-09-24 18:08:05.563 INFO  Driver has been quit.
2024-09-24 18:09:41.653 INFO  Scenario is running...
2024-09-24 18:09:43.063 INFO  File already exist
2024-09-24 18:10:11.063 INFO  Scenario is running...
2024-09-24 18:10:17.136 INFO  File already exist
2024-09-24 18:10:17.259 INFO  Scenario has completed.
2024-09-24 18:10:17.259 INFO  Driver has been quit.
2024-09-24 18:10:46.912 INFO  Scenario is running...
2024-09-24 18:10:57.567 INFO  File already exist
2024-09-24 18:10:57.715 INFO  Scenario has completed.
2024-09-24 18:10:57.715 INFO  Driver has been quit.
2024-09-24 18:11:26.932 INFO  Scenario is running...
2024-09-24 18:11:34.681 INFO  File already exist
2024-09-24 18:11:34.681 INFO  Scenario has completed.
2024-09-24 18:11:34.681 INFO  Driver has been quit.
2024-09-24 18:18:14.880 INFO  Scenario is running...
2024-09-24 18:18:52.453 INFO  Scenario is running...
2024-09-24 18:19:30.809 INFO  File already exist
2024-09-24 18:19:30.938 INFO  Scenario has completed.
2024-09-24 18:19:30.938 INFO  Driver has been quit.
2024-09-24 18:19:54.147 INFO  Scenario is running...
2024-09-24 18:20:29.468 INFO  File already exist
2024-09-24 18:20:29.573 INFO  Scenario has completed.
2024-09-24 18:20:29.573 INFO  Driver has been quit.
2024-09-24 18:20:44.564 INFO  Scenario is running...
2024-09-24 18:20:49.462 INFO  File already exist
2024-09-24 18:20:49.462 INFO  Scenario has completed.
2024-09-24 18:20:49.462 INFO  Driver has been quit.
2024-09-24 18:25:52.469 INFO  Scenario is running...
2024-09-24 18:25:57.923 INFO  File already exist
2024-09-24 18:25:57.924 INFO  Scenario has completed.
2024-09-24 18:25:57.924 INFO  Driver has been quit.
2024-09-24 18:51:41.367 INFO  Scenario is running...
2024-09-24 18:51:51.094 INFO  File already exist
2024-09-24 18:51:51.095 INFO  Scenario has completed.
2024-09-24 18:51:51.095 INFO  Driver has been quit.
2024-09-24 18:52:17.692 INFO  Scenario is running...
2024-09-24 18:52:27.803 INFO  File already exist
2024-09-24 18:52:27.803 INFO  Scenario has completed.
2024-09-24 18:52:27.804 INFO  Driver has been quit.
2024-09-24 18:54:57.894 INFO  Scenario is running...
2024-09-24 18:55:06.933 INFO  File already exist
2024-09-24 18:55:06.933 INFO  Scenario has completed.
2024-09-24 18:55:06.933 INFO  Driver has been quit.
2024-09-24 18:59:25.411 INFO  Scenario is running...
2024-09-24 18:59:37.601 INFO  File already exist
2024-09-24 18:59:37.753 INFO  Scenario has completed.
2024-09-24 18:59:37.753 INFO  Driver has been quit.
2024-09-24 18:59:41.285 INFO  Scenario is running...
2024-09-24 19:00:21.339 INFO  File already exist
2024-09-24 19:00:21.431 INFO  Scenario has completed.
2024-09-24 19:00:21.431 INFO  Driver has been quit.
2024-09-24 19:05:17.999 INFO  Scenario is running...
2024-09-24 19:05:28.753 INFO  File already exist
2024-09-24 19:05:28.916 INFO  Scenario has completed.
2024-09-24 19:05:28.916 INFO  Driver has been quit.
2024-09-24 19:05:32.254 INFO  Scenario is running...
2024-09-24 19:06:12.099 INFO  File already exist
2024-09-24 19:06:12.212 INFO  Scenario has completed.
2024-09-24 19:06:12.213 INFO  Driver has been quit.
2024-09-24 19:06:35.204 INFO  Scenario is running...
2024-09-24 19:06:45.511 INFO  File already exist
2024-09-24 19:06:45.669 INFO  Scenario has completed.
2024-09-24 19:06:45.669 INFO  Driver has been quit.
2024-09-24 19:06:48.847 INFO  Scenario is running...
2024-09-24 19:07:28.486 INFO  File already exist
2024-09-24 19:07:28.581 INFO  Scenario has completed.
2024-09-24 19:07:28.581 INFO  Driver has been quit.
2024-09-24 19:17:30.739 INFO  Scenario is running...
2024-09-24 19:17:42.023 INFO  File already exist
2024-09-24 19:17:42.148 INFO  Scenario has completed.
2024-09-24 19:17:42.148 INFO  Driver has been quit.
2024-09-24 19:17:45.250 INFO  Scenario is running...
2024-09-24 19:18:24.867 INFO  File already exist
2024-09-24 19:18:24.989 INFO  Scenario has completed.
2024-09-24 19:18:24.989 INFO  Driver has been quit.
2024-09-24 19:20:04.752 INFO  Scenario is running...
2024-09-24 19:20:15.330 INFO  File already exist
2024-09-24 19:20:15.448 INFO  Scenario has completed.
2024-09-24 19:20:15.448 INFO  Driver has been quit.
2024-09-24 19:21:00.876 INFO  Scenario is running...
2024-09-24 19:21:10.673 INFO  File already exist
2024-09-24 19:21:10.673 INFO  Scenario has completed.
2024-09-24 19:21:10.673 INFO  Driver has been quit.
2024-09-24 19:21:28.253 INFO  Scenario is running...
2024-09-24 19:21:37.167 INFO  File already exist
2024-09-24 19:21:37.167 INFO  Scenario has completed.
2024-09-24 19:21:37.167 INFO  Driver has been quit.
2024-09-24 20:02:32.671 INFO  Scenario is running...
2024-09-24 20:02:37.151 INFO  File already exist
2024-09-24 20:02:37.151 INFO  Scenario has completed.
2024-09-24 20:02:37.151 INFO  Driver has been quit.
2024-09-24 20:03:00.660 INFO  Scenario is running...
2024-09-24 20:03:05.414 INFO  File already exist
2024-09-24 20:03:05.414 INFO  Scenario has completed.
2024-09-24 20:03:05.414 INFO  Driver has been quit.
2024-09-24 20:03:37.053 INFO  Scenario is running...
2024-09-24 20:03:41.845 INFO  File already exist
2024-09-24 20:03:41.845 INFO  Scenario has completed.
2024-09-24 20:03:41.845 INFO  Driver has been quit.
2024-09-24 20:03:56.852 INFO  Scenario is running...
2024-09-24 20:04:01.393 INFO  File already exist
2024-09-24 20:04:01.393 INFO  Scenario has completed.
2024-09-24 20:04:01.393 INFO  Driver has been quit.
2024-09-24 20:04:12.957 INFO  Scenario is running...
2024-09-24 20:04:20.516 INFO  File already exist
2024-09-24 20:04:20.516 INFO  Scenario has completed.
2024-09-24 20:04:20.516 INFO  Driver has been quit.
2024-09-24 20:04:38.333 INFO  Scenario is running...
2024-09-24 20:04:43.112 INFO  File already exist
2024-09-24 20:04:43.113 INFO  Scenario has completed.
2024-09-24 20:04:43.113 INFO  Driver has been quit.
2024-09-24 20:05:13.412 INFO  Scenario is running...
2024-09-24 20:05:18.007 INFO  File already exist
2024-09-24 20:05:18.007 INFO  Scenario has completed.
2024-09-24 20:05:18.007 INFO  Driver has been quit.
2024-09-24 20:06:15.645 INFO  Scenario is running...
2024-09-24 20:06:23.729 INFO  File already exist
2024-09-24 20:06:23.729 INFO  Scenario has completed.
2024-09-24 20:06:23.729 INFO  Driver has been quit.
2024-09-24 20:07:44.379 INFO  Scenario is running...
2024-09-24 20:07:51.895 INFO  File already exist
2024-09-24 20:07:51.895 INFO  Scenario has completed.
2024-09-24 20:07:51.895 INFO  Driver has been quit.
2024-09-24 20:10:33.932 INFO  Scenario is running...
2024-09-24 20:10:42.623 INFO  File already exist
2024-09-24 20:10:42.623 INFO  Scenario has completed.
2024-09-24 20:10:42.624 INFO  Driver has been quit.
2024-09-24 20:11:02.017 INFO  Scenario is running...
2024-09-24 20:11:06.330 INFO  File already exist
2024-09-24 20:11:06.330 INFO  Scenario has completed.
2024-09-24 20:11:06.330 INFO  Driver has been quit.
2024-09-24 20:11:24.647 INFO  Scenario is running...
2024-09-24 20:11:30.512 INFO  File already exist
2024-09-24 20:11:30.512 INFO  Scenario has completed.
2024-09-24 20:11:30.512 INFO  Driver has been quit.
2024-09-24 20:11:41.770 INFO  Scenario is running...
2024-09-24 20:11:47.404 INFO  File already exist
2024-09-24 20:11:47.405 INFO  Scenario has completed.
2024-09-24 20:11:47.405 INFO  Driver has been quit.
2024-09-24 20:11:55.475 INFO  Scenario is running...
2024-09-24 20:12:00.746 INFO  File already exist
2024-09-24 20:12:00.746 INFO  Scenario has completed.
2024-09-24 20:12:00.746 INFO  Driver has been quit.
2024-09-24 20:12:19.144 INFO  Scenario is running...
2024-09-24 20:12:26.801 INFO  File already exist
2024-09-24 20:12:26.959 INFO  Scenario has completed.
2024-09-24 20:12:26.959 INFO  Driver has been quit.
2024-09-24 20:13:14.728 INFO  Scenario is running...
2024-09-24 20:13:21.709 INFO  File already exist
2024-09-24 20:13:21.709 INFO  Scenario has completed.
2024-09-24 20:13:21.709 INFO  Driver has been quit.
2024-09-24 20:13:37.285 INFO  Scenario is running...
2024-09-24 20:13:45.491 INFO  File already exist
2024-09-24 20:13:45.492 INFO  Scenario has completed.
2024-09-24 20:13:45.492 INFO  Driver has been quit.
2024-09-24 20:20:17.282 INFO  Scenario is running...
2024-09-24 20:20:29.572 INFO  File already exist
2024-09-24 20:20:29.572 INFO  Scenario has completed.
2024-09-24 20:20:29.572 INFO  Driver has been quit.
2024-09-24 20:21:20.074 INFO  Scenario is running...
2024-09-24 20:21:32.149 INFO  File already exist
2024-09-24 20:21:32.149 INFO  Scenario has completed.
2024-09-24 20:21:32.149 INFO  Driver has been quit.
2024-09-24 20:23:32.230 INFO  Scenario is running...
2024-09-24 20:23:57.331 INFO  File already exist
2024-09-24 20:23:57.424 INFO  Scenario has completed.
2024-09-24 20:23:57.424 INFO  Driver has been quit.
2024-09-24 20:24:52.798 INFO  Scenario is running...
2024-09-24 20:25:18.496 INFO  File already exist
2024-09-24 20:25:18.594 INFO  Scenario has completed.
2024-09-24 20:25:18.594 INFO  Driver has been quit.
2024-09-24 20:25:46.132 INFO  Scenario is running...
2024-09-24 20:26:06.619 INFO  File already exist
2024-09-24 20:28:07.643 INFO  Scenario is running...
2024-09-24 20:28:19.032 INFO  File already exist
2024-09-24 20:28:19.134 INFO  Scenario has completed.
2024-09-24 20:28:19.134 INFO  Driver has been quit.
2024-09-24 20:31:12.881 INFO  Scenario is running...
2024-09-24 20:31:22.752 INFO  File already exist
2024-09-24 20:31:22.847 INFO  Scenario has completed.
2024-09-24 20:31:22.847 INFO  Driver has been quit.
2024-09-24 20:32:27.925 INFO  Scenario is running...
2024-09-24 20:32:37.636 INFO  File already exist
2024-09-24 20:32:37.749 INFO  Scenario has completed.
2024-09-24 20:32:37.749 INFO  Driver has been quit.
2024-09-24 20:34:35.224 INFO  Scenario is running...
2024-09-24 20:34:44.901 INFO  File already exist
2024-09-24 20:34:45.010 INFO  Scenario has completed.
2024-09-24 20:34:45.011 INFO  Driver has been quit.
2024-09-24 20:35:08.656 INFO  Scenario is running...
2024-09-24 20:35:24.429 INFO  File already exist
2024-09-24 20:35:36.709 INFO  Scenario is running...
2024-09-24 20:35:50.996 INFO  File already exist
2024-09-24 20:36:01.332 INFO  Scenario is running...
2024-09-24 20:36:22.195 INFO  File already exist
2024-09-24 20:36:34.869 INFO  Scenario is running...
2024-09-24 20:36:46.201 INFO  File already exist
2024-09-24 20:36:46.201 INFO  Scenario has completed.
2024-09-24 20:36:46.201 INFO  Driver has been quit.
2024-09-24 20:37:03.360 INFO  Scenario is running...
2024-09-24 20:37:13.552 INFO  File already exist
2024-09-24 20:37:13.552 INFO  Scenario has completed.
2024-09-24 20:37:13.552 INFO  Driver has been quit.
2024-09-24 20:39:11.021 INFO  Scenario is running...
2024-09-24 20:39:22.192 INFO  File already exist
2024-09-24 20:39:22.192 INFO  Scenario has completed.
2024-09-24 20:39:22.192 INFO  Driver has been quit.
2024-09-24 20:39:42.161 INFO  Scenario is running...
2024-09-24 20:39:55.171 INFO  File already exist
2024-09-24 20:39:55.171 INFO  Scenario has completed.
2024-09-24 20:39:55.171 INFO  Driver has been quit.
2024-09-24 20:49:21.725 INFO  Scenario is running...
2024-09-24 20:49:56.583 INFO  File already exist
2024-09-24 20:51:55.367 INFO  Scenario is running...
2024-09-24 20:52:14.699 INFO  File already exist
2024-09-24 20:52:14.699 INFO  Scenario has completed.
2024-09-24 20:52:14.699 INFO  Driver has been quit.
